Country,Demographics Question,Demographics Response,Question,Survey Year,Value
28,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2018,61.8
28,Marital status,Married or living together,... if she argues with him,2018,52.8
28,Marital status,Never married,... if she argues with him,2018,39.4
28,Marital status,"Widowed, divorced, separated",... if she argues with him,2018,41.5
28,Marital status,Married or living together,... if she goes out without telling him,2018,58.5
28,Marital status,Never married,... if she goes out without telling him,2018,41.5
28,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2018,48.1
28,Marital status,Married or living together,... if she neglects the children,2018,55.9
28,Marital status,Never married,... if she neglects the children,2018,43.0
28,Marital status,"Widowed, divorced, separated",... if she neglects the children,2018,47.1
28,Marital status,Married or living together,... if she refuses to have sex with him,2018,53.0
28,Marital status,Never married,... if she refuses to have sex with him,2018,33.3
28,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2018,43.8
29,Marital status,"Widowed, divorced, separated",... if she burns the food,2009,2.0
29,Marital status,Never married,... if she burns the food,2009,2.8
29,Marital status,Married or living together,... if she burns the food,2009,4.1
29,Marital status,Married or living together,... for at least one specific reason,2009,18.4
29,Marital status,Never married,... for at least one specific reason,2009,13.4
29,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2009,12.9
29,Marital status,Married or living together,... if she argues with him,2009,8.4
29,Marital status,Never married,... if she argues with him,2009,4.2
29,Marital status,"Widowed, divorced, separated",... if she argues with him,2009,4.3
29,Marital status,Married or living together,... if she goes out without telling him,2009,7.3
29,Marital status,Never married,... if she goes out without telling him,2009,3.6
29,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2009,3.5
29,Marital status,Married or living together,... if she neglects the children,2009,13.3
29,Marital status,Never married,... if she neglects the children,2009,9.1
29,Marital status,"Widowed, divorced, separated",... if she neglects the children,2009,10.3
29,Marital status,Married or living together,... if she refuses to have sex with him,2009,5.5
29,Marital status,Never married,... if she refuses to have sex with him,2009,2.6
29,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2009,3.0
30,Marital status,Married or living together,... if she burns the food,2016,3.1
30,Marital status,"Widowed, divorced, separated",... if she burns the food,2016,3.3
30,Marital status,Never married,... if she burns the food,2016,5.1
30,Marital status,Married or living together,... for at least one specific reason,2016,16.1
30,Marital status,Never married,... for at least one specific reason,2016,17.0
30,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2016,17.6
30,Marital status,Married or living together,... if she argues with him,2016,2.7
30,Marital status,Never married,... if she argues with him,2016,2.3
30,Marital status,"Widowed, divorced, separated",... if she argues with him,2016,2.2
30,Marital status,Married or living together,... if she goes out without telling him,2016,11.7
30,Marital status,Never married,... if she goes out without telling him,2016,10.5
30,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2016,11.1
30,Marital status,Married or living together,... if she neglects the children,2016,9.4
30,Marital status,Never married,... if she neglects the children,2016,11.1
30,Marital status,"Widowed, divorced, separated",... if she neglects the children,2016,9.6
30,Marital status,Married or living together,... if she refuses to have sex with him,2016,5.0
30,Marital status,Never married,... if she refuses to have sex with him,2016,4.3
30,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2016,5.7
31,Marital status,Married or living together,... if she burns the food,2011,4.1
31,Marital status,Never married,... if she burns the food,2011,4.4
31,Marital status,"Widowed, divorced, separated",... if she burns the food,2011,4.4
31,Marital status,Married or living together,... for at least one specific reason,2011,12.6
31,Marital status,Never married,... for at least one specific reason,2011,11.5
31,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2011,13.2
31,Marital status,Married or living together,... if she argues with him,2011,5.0
31,Marital status,Never married,... if she argues with him,2011,4.5
31,Marital status,"Widowed, divorced, separated",... if she argues with him,2011,4.9
31,Marital status,Married or living together,... if she goes out without telling him,2011,4.5
31,Marital status,Never married,... if she goes out without telling him,2011,4.1
31,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2011,4.2
31,Marital status,Married or living together,... if she neglects the children,2011,9.5
31,Marital status,Never married,... if she neglects the children,2011,8.8
31,Marital status,"Widowed, divorced, separated",... if she neglects the children,2011,10.6
31,Marital status,Married or living together,... if she refuses to have sex with him,2011,2.4
31,Marital status,Never married,... if she refuses to have sex with him,2011,2.5
31,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2011,1.8
32,Marital status,Never married,... if she burns the food,2015,15.8
32,Marital status,Married or living together,... if she burns the food,2015,20.0
32,Marital status,"Widowed, divorced, separated",... if she burns the food,2015,22.4
32,Marital status,Married or living together,... for at least one specific reason,2015,46.5
32,Marital status,Never married,... for at least one specific reason,2015,38.4
32,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2015,47.4
32,Marital status,Married or living together,... if she argues with him,2015,30.7
32,Marital status,Never married,... if she argues with him,2015,23.6
32,Marital status,"Widowed, divorced, separated",... if she argues with him,2015,31.3
32,Marital status,Married or living together,... if she goes out without telling him,2015,27.5
32,Marital status,Never married,... if she goes out without telling him,2015,21.3
32,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2015,29.5
32,Marital status,Married or living together,... if she neglects the children,2015,34.0
32,Marital status,Never married,... if she neglects the children,2015,28.1
32,Marital status,"Widowed, divorced, separated",... if she neglects the children,2015,36.9
32,Marital status,Married or living together,... if she refuses to have sex with him,2015,14.3
32,Marital status,Never married,... if she refuses to have sex with him,2015,9.7
32,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2015,16.3
33,Marital status,Married or living together,... if she burns the food,2012,2.5
33,Marital status,Never married,... if she burns the food,2012,2.7
33,Marital status,"Widowed, divorced, separated",... if she burns the food,2012,3.3
33,Marital status,Married or living together,... for at least one specific reason,2012,33.5
33,Marital status,Never married,... for at least one specific reason,2012,38.5
33,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2012,30.9
33,Marital status,Married or living together,... if she argues with him,2012,5.4
33,Marital status,Never married,... if she argues with him,2012,6.2
33,Marital status,"Widowed, divorced, separated",... if she argues with him,2012,7.2
33,Marital status,Married or living together,... if she goes out without telling him,2012,24.3
33,Marital status,Never married,... if she goes out without telling him,2012,23.0
33,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2012,23.9
33,Marital status,Married or living together,... if she neglects the children,2012,26.4
33,Marital status,Never married,... if she neglects the children,2012,31.2
33,Marital status,"Widowed, divorced, separated",... if she neglects the children,2012,23.9
33,Marital status,Married or living together,... if she refuses to have sex with him,2012,8.8
33,Marital status,Never married,... if she refuses to have sex with him,2012,9.0
33,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2012,11.2
34,Marital status,Never married,... if she burns the food,2017,18.45
34,Marital status,"Widowed, divorced, separated",... if she burns the food,2017,1.4
34,Marital status,Married or living together,... for at least one specific reason,2017,14.4
34,Marital status,Never married,... for at least one specific reason,2017,18.45
34,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2017,10.8
34,Marital status,Married or living together,... if she argues with him,2017,5.9
34,Marital status,Never married,... if she argues with him,2017,18.45
34,Marital status,"Widowed, divorced, separated",... if she argues with him,2017,5.3
34,Marital status,Married or living together,... if she burns the food,2017,2.5
34,Marital status,Married or living together,... if she goes out without telling him,2017,7.3
34,Marital status,Never married,... if she goes out without telling him,2017,18.45
34,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2017,5.4
34,Marital status,Married or living together,... if she neglects the children,2017,6.9
34,Marital status,Never married,... if she neglects the children,2017,18.45
34,Marital status,"Widowed, divorced, separated",... if she neglects the children,2017,4.4
34,Marital status,Married or living together,... if she refuses to have sex with him,2017,18.45
34,Marital status,Never married,... if she refuses to have sex with him,2017,18.45
34,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2017,18.45
35,Marital status,Married or living together,... for at least one specific reason,2014,43.6
35,Marital status,Never married,... for at least one specific reason,2014,38.2
35,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2014,41.5
35,Marital status,Married or living together,... if she argues with him,2014,23.3
35,Marital status,Never married,... if she argues with him,2014,16.9
35,Marital status,"Widowed, divorced, separated",... if she argues with him,2014,19.3
35,Marital status,Married or living together,... if she burns the food,2014,7.2
35,Marital status,Never married,... if she burns the food,2014,6.4
35,Marital status,"Widowed, divorced, separated",... if she burns the food,2014,7.9
35,Marital status,Married or living together,... if she goes out without telling him,2014,23.5
35,Marital status,Never married,... if she goes out without telling him,2014,18.2
35,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2014,21.8
35,Marital status,Married or living together,... if she neglects the children,2014,34.6
35,Marital status,Never married,... if she neglects the children,2014,30.1
35,Marital status,"Widowed, divorced, separated",... if she neglects the children,2014,34.6
35,Marital status,Married or living together,... if she refuses to have sex with him,2014,17.3
35,Marital status,Never married,... if she refuses to have sex with him,2014,9.6
35,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2014,17.5
36,Marital status,Married or living together,... for at least one specific reason,2012,40.7
36,Marital status,Never married,... for at least one specific reason,2012,20.5
36,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2012,23.8
36,Marital status,Married or living together,... if she argues with him,2012,20.5
36,Marital status,Never married,... if she argues with him,2012,9.4
36,Marital status,"Widowed, divorced, separated",... if she argues with him,2012,11.9
36,Marital status,Married or living together,... if she burns the food,2012,8.1
36,Marital status,Never married,... if she burns the food,2012,2.4
36,Marital status,"Widowed, divorced, separated",... if she burns the food,2012,5.1
36,Marital status,Married or living together,... if she goes out without telling him,2012,28.9
36,Marital status,Never married,... if she goes out without telling him,2012,11.9
36,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2012,15.8
36,Marital status,Married or living together,... if she neglects the children,2012,31.0
36,Marital status,Never married,... if she neglects the children,2012,15.6
36,Marital status,"Widowed, divorced, separated",... if she neglects the children,2012,17.2
36,Marital status,Married or living together,... if she refuses to have sex with him,2012,9.6
36,Marital status,Never married,... if she refuses to have sex with him,2012,2.2
36,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2012,6.8
37,Marital status,Married or living together,... for at least one specific reason,2014,32.1
37,Marital status,Never married,... for at least one specific reason,2014,37.3
37,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2014,28.0
37,Marital status,Married or living together,... if she argues with him,2014,24.1
37,Marital status,Never married,... if she argues with him,2014,26.8
37,Marital status,"Widowed, divorced, separated",... if she argues with him,2014,20.6
37,Marital status,Married or living together,... if she burns the food,2014,6.0
37,Marital status,Never married,... if she burns the food,2014,8.3
37,Marital status,"Widowed, divorced, separated",... if she burns the food,2014,2.8
37,Marital status,Married or living together,... if she goes out without telling him,2014,11.1
37,Marital status,Never married,... if she goes out without telling him,2014,11.1
37,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2014,7.9
37,Marital status,Married or living together,... if she neglects the children,2014,20.5
37,Marital status,Never married,... if she neglects the children,2014,25.1
37,Marital status,"Widowed, divorced, separated",... if she neglects the children,2014,20.1
37,Marital status,Married or living together,... if she refuses to have sex with him,2014,10.9
37,Marital status,Never married,... if she refuses to have sex with him,2014,7.3
37,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2014,8.7
38,Marital status,Married or living together,... for at least one specific reason,2013,43.5
38,Marital status,Never married,... for at least one specific reason,2013,41.6
38,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2013,39.5
38,Marital status,Married or living together,... if she argues with him,2013,34.0
38,Marital status,Never married,... if she argues with him,2013,32.4
38,Marital status,"Widowed, divorced, separated",... if she argues with him,2013,30.6
38,Marital status,Married or living together,... if she burns the food,2013,7.6
38,Marital status,Never married,... if she burns the food,2013,7.6
38,Marital status,"Widowed, divorced, separated",... if she burns the food,2013,5.8
38,Marital status,Married or living together,... if she goes out without telling him,2013,30.0
38,Marital status,Never married,... if she goes out without telling him,2013,26.5
38,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2013,25.7
38,Marital status,Married or living together,... if she neglects the children,2013,33.5
38,Marital status,Never married,... if she neglects the children,2013,31.3
38,Marital status,"Widowed, divorced, separated",... if she neglects the children,2013,27.9
38,Marital status,Married or living together,... if she refuses to have sex with him,2013,11.8
38,Marital status,Never married,... if she refuses to have sex with him,2013,8.7
38,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2013,10.9
39,Marital status,Married or living together,... for at least one specific reason,2008,32.3
39,Marital status,Never married,... for at least one specific reason,2008,33.6
39,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2008,30.7
39,Marital status,Married or living together,... if she argues with him,2008,6.1
39,Marital status,Never married,... if she argues with him,2008,5.5
39,Marital status,"Widowed, divorced, separated",... if she argues with him,2008,6.2
39,Marital status,Married or living together,... if she burns the food,2008,7.1
39,Marital status,Never married,... if she burns the food,2008,7.7
39,Marital status,"Widowed, divorced, separated",... if she burns the food,2008,7.7
39,Marital status,Married or living together,... if she goes out without telling him,2008,19.3
39,Marital status,Never married,... if she goes out without telling him,2008,19.8
39,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2008,18.1
39,Marital status,Married or living together,... if she neglects the children,2008,28.2
39,Marital status,Never married,... if she neglects the children,2008,29.2
39,Marital status,"Widowed, divorced, separated",... if she neglects the children,2008,26.6
39,Marital status,Married or living together,... if she refuses to have sex with him,2008,9.4
39,Marital status,Never married,... if she refuses to have sex with him,2008,7.9
39,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2008,10.0
40,Marital status,Married or living together,... for at least one specific reason,2015,16.0
40,Marital status,Never married,... for at least one specific reason,2015,17.9
40,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2015,15.1
40,Marital status,Married or living together,... if she argues with him,2015,6.9
40,Marital status,Never married,... if she argues with him,2015,7.2
40,Marital status,"Widowed, divorced, separated",... if she argues with him,2015,5.3
40,Marital status,Married or living together,... if she burns the food,2015,5.2
40,Marital status,Never married,... if she burns the food,2015,6.6
40,Marital status,"Widowed, divorced, separated",... if she burns the food,2015,5.5
40,Marital status,Married or living together,... if she goes out without telling him,2015,7.1
40,Marital status,Never married,... if she goes out without telling him,2015,7.3
40,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2015,5.2
40,Marital status,Married or living together,... if she neglects the children,2015,8.5
40,Marital status,Never married,... if she neglects the children,2015,10.0
40,Marital status,"Widowed, divorced, separated",... if she neglects the children,2015,8.4
40,Marital status,Married or living together,... if she refuses to have sex with him,2015,8.6
40,Marital status,Never married,... if she refuses to have sex with him,2015,7.3
40,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2015,8.5
41,Marital status,Married or living together,... for at least one specific reason,2016,20.7
41,Marital status,Never married,... for at least one specific reason,2016,26.7
41,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2016,19.7
41,Marital status,Married or living together,... if she argues with him,2016,18.45
41,Marital status,Never married,... if she argues with him,2016,18.45
41,Marital status,"Widowed, divorced, separated",... if she argues with him,2016,18.45
41,Marital status,Married or living together,... if she burns the food,2016,18.45
41,Marital status,Never married,... if she burns the food,2016,18.45
41,Marital status,"Widowed, divorced, separated",... if she burns the food,2016,18.45
41,Marital status,Married or living together,... if she goes out without telling him,2016,4.8
41,Marital status,Never married,... if she goes out without telling him,2016,3.6
41,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2016,5.8
41,Marital status,Married or living together,... if she neglects the children,2016,15.0
41,Marital status,Never married,... if she neglects the children,2016,19.8
41,Marital status,"Widowed, divorced, separated",... if she neglects the children,2016,13.4
41,Marital status,Married or living together,... if she refuses to have sex with him,2016,10.3
41,Marital status,Never married,... if she refuses to have sex with him,2016,9.7
41,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2016,10.4
42,Marital status,Married or living together,... for at least one specific reason,2018,82.1
42,Marital status,Never married,... for at least one specific reason,2018,67.4
42,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2018,69.7
42,Marital status,Married or living together,... if she argues with him,2018,71.0
42,Marital status,Never married,... if she argues with him,2018,57.7
42,Marital status,"Widowed, divorced, separated",... if she argues with him,2018,55.1
42,Marital status,Married or living together,... if she burns the food,2018,23.8
42,Marital status,Never married,... if she burns the food,2018,17.3
42,Marital status,"Widowed, divorced, separated",... if she burns the food,2018,18.7
42,Marital status,Married or living together,... if she goes out without telling him,2018,56.4
42,Marital status,Never married,... if she goes out without telling him,2018,42.3
42,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2018,42.2
42,Marital status,Married or living together,... if she neglects the children,2018,54.2
42,Marital status,Never married,... if she neglects the children,2018,40.1
42,Marital status,"Widowed, divorced, separated",... if she neglects the children,2018,44.1
42,Marital status,Married or living together,... if she refuses to have sex with him,2018,66.1
42,Marital status,Never married,... if she refuses to have sex with him,2018,48.0
42,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2018,52.0
43,Marital status,Married or living together,... for at least one specific reason,2005,21.4
43,Marital status,Never married,... for at least one specific reason,2005,19.6
43,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2005,19.5
43,Marital status,Married or living together,... if she argues with him,2005,5.7
43,Marital status,Never married,... if she argues with him,2005,3.6
43,Marital status,"Widowed, divorced, separated",... if she argues with him,2005,4.4
43,Marital status,Married or living together,... if she burns the food,2005,4.6
43,Marital status,Never married,... if she burns the food,2005,3.3
43,Marital status,"Widowed, divorced, separated",... if she burns the food,2005,4.7
43,Marital status,Married or living together,... if she goes out without telling him,2005,8.3
43,Marital status,Never married,... if she goes out without telling him,2005,4.8
43,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2005,6.4
43,Marital status,Married or living together,... if she neglects the children,2005,18.2
43,Marital status,Never married,... if she neglects the children,2005,17.3
43,Marital status,"Widowed, divorced, separated",... if she neglects the children,2005,17.8
43,Marital status,Married or living together,... if she refuses to have sex with him,2005,3.4
43,Marital status,Never married,... if she refuses to have sex with him,2005,2.2
43,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2005,2.3
44,Marital status,Married or living together,... for at least one specific reason,2003,68.3
44,Marital status,Never married,... for at least one specific reason,2003,58.2
44,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2003,64.9
44,Marital status,Married or living together,... if she argues with him,2003,55.9
44,Marital status,Never married,... if she argues with him,2003,44.1
44,Marital status,"Widowed, divorced, separated",... if she argues with him,2003,53.3
44,Marital status,Married or living together,... if she burns the food,2003,25.7
44,Marital status,Never married,... if she burns the food,2003,20.4
44,Marital status,"Widowed, divorced, separated",... if she burns the food,2003,28.9
44,Marital status,Married or living together,... if she goes out without telling him,2003,55.0
44,Marital status,Never married,... if she goes out without telling him,2003,42.2
44,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2003,54.0
44,Marital status,Married or living together,... if she neglects the children,2003,53.4
44,Marital status,Never married,... if she neglects the children,2003,44.1
44,Marital status,"Widowed, divorced, separated",... if she neglects the children,2003,51.6
44,Marital status,Married or living together,... if she refuses to have sex with him,2003,48.5
44,Marital status,Never married,... if she refuses to have sex with him,2003,34.6
44,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2003,51.3
45,Marital status,Married or living together,... for at least one specific reason,2015,13.1
45,Marital status,Never married,... for at least one specific reason,2015,12.3
45,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2015,14.6
45,Marital status,Married or living together,... if she argues with him,2015,6.6
45,Marital status,Never married,... if she argues with him,2015,5.7
45,Marital status,"Widowed, divorced, separated",... if she argues with him,2015,7.4
45,Marital status,Married or living together,... if she burns the food,2015,2.2
45,Marital status,Never married,... if she burns the food,2015,2.2
45,Marital status,"Widowed, divorced, separated",... if she burns the food,2015,3.2
45,Marital status,Married or living together,... if she goes out without telling him,2015,7.7
45,Marital status,Never married,... if she goes out without telling him,2015,5.6
45,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2015,8.4
45,Marital status,Married or living together,... if she neglects the children,2015,4.0
45,Marital status,Never married,... if she neglects the children,2015,5.0
45,Marital status,"Widowed, divorced, separated",... if she neglects the children,2015,4.5
45,Marital status,Married or living together,... if she refuses to have sex with him,2015,5.5
45,Marital status,Never married,... if she refuses to have sex with him,2015,3.7
45,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2015,6.4
46,Marital status,Married or living together,... for at least one specific reason,2015,50.7
46,Marital status,Never married,... for at least one specific reason,2015,51.4
46,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2015,54.0
46,Marital status,Married or living together,... if she argues with him,2015,10.1
46,Marital status,Never married,... if she argues with him,2015,10.2
46,Marital status,"Widowed, divorced, separated",... if she argues with him,2015,10.4
46,Marital status,Married or living together,... if she burns the food,2015,13.2
46,Marital status,Never married,... if she burns the food,2015,11.7
46,Marital status,"Widowed, divorced, separated",... if she burns the food,2015,13.7
46,Marital status,Married or living together,... if she goes out without telling him,2015,23.9
46,Marital status,Never married,... if she goes out without telling him,2015,17.8
46,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2015,20.2
46,Marital status,Married or living together,... if she neglects the children,2015,42.1
46,Marital status,Never married,... if she neglects the children,2015,41.3
46,Marital status,"Widowed, divorced, separated",... if she neglects the children,2015,45.2
46,Marital status,Married or living together,... if she refuses to have sex with him,2015,11.0
46,Marital status,Never married,... if she refuses to have sex with him,2015,8.7
46,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2015,13.8
47,Marital status,Married or living together,... for at least one specific reason,2013,30.1
47,Marital status,Never married,... for at least one specific reason,2013,26.3
47,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2013,36.5
47,Marital status,Married or living together,... if she argues with him,2013,14.9
47,Marital status,Never married,... if she argues with him,2013,9.0
47,Marital status,"Widowed, divorced, separated",... if she argues with him,2013,16.8
47,Marital status,Married or living together,... if she burns the food,2013,12.0
47,Marital status,Never married,... if she burns the food,2013,8.6
47,Marital status,"Widowed, divorced, separated",... if she burns the food,2013,12.7
47,Marital status,Married or living together,... if she goes out without telling him,2013,15.6
47,Marital status,Never married,... if she goes out without telling him,2013,10.5
47,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2013,21.1
47,Marital status,Married or living together,... if she neglects the children,2013,21.2
47,Marital status,Never married,... if she neglects the children,2013,18.4
47,Marital status,"Widowed, divorced, separated",... if she neglects the children,2013,26.5
47,Marital status,Married or living together,... if she refuses to have sex with him,2013,10.7
47,Marital status,Never married,... if she refuses to have sex with him,2013,5.6
47,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2013,13.2
48,Marital status,Married or living together,... for at least one specific reason,2016,28.2
48,Marital status,Never married,... for at least one specific reason,2016,29.6
48,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2016,31.1
48,Marital status,Married or living together,... if she argues with him,2016,9.4
48,Marital status,Never married,... if she argues with him,2016,6.3
48,Marital status,"Widowed, divorced, separated",... if she argues with him,2016,12.5
48,Marital status,Married or living together,... if she burns the food,2016,3.5
48,Marital status,Never married,... if she burns the food,2016,2.8
48,Marital status,"Widowed, divorced, separated",... if she burns the food,2016,5.8
48,Marital status,Married or living together,... if she goes out without telling him,2016,12.7
48,Marital status,Never married,... if she goes out without telling him,2016,8.0
48,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2016,10.2
48,Marital status,Married or living together,... if she neglects the children,2016,23.9
48,Marital status,Never married,... if she neglects the children,2016,26.1
48,Marital status,"Widowed, divorced, separated",... if she neglects the children,2016,26.1
48,Marital status,Married or living together,... if she refuses to have sex with him,2016,3.2
48,Marital status,Never married,... if she refuses to have sex with him,2016,2.1
48,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2016,4.9
49,Marital status,Married or living together,... for at least one specific reason,2001,16.8
49,Marital status,Never married,... for at least one specific reason,2001,0.0
49,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2001,17.3
49,Marital status,Married or living together,... if she argues with him,2001,6.0
49,Marital status,Never married,... if she argues with him,2001,0.0
49,Marital status,"Widowed, divorced, separated",... if she argues with him,2001,5.5
49,Marital status,Married or living together,... if she burns the food,2001,6.3
49,Marital status,Never married,... if she burns the food,2001,0.0
49,Marital status,"Widowed, divorced, separated",... if she burns the food,2001,5.3
49,Marital status,Married or living together,... if she goes out without telling him,2001,8.2
49,Marital status,Never married,... if she goes out without telling him,2001,0.0
49,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2001,6.5
49,Marital status,Married or living together,... if she neglects the children,2001,12.4
49,Marital status,Never married,... if she neglects the children,2001,0.0
49,Marital status,"Widowed, divorced, separated",... if she neglects the children,2001,13.8
49,Marital status,Married or living together,... if she refuses to have sex with him,2001,4.0
49,Marital status,Never married,... if she refuses to have sex with him,2001,0.0
49,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2001,3.2
50,Marital status,Married or living together,... for at least one specific reason,2012,61.0
50,Marital status,Never married,... for at least one specific reason,2012,46.1
50,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2012,54.0
50,Marital status,Married or living together,... if she argues with him,2012,51.8
50,Marital status,Never married,... if she argues with him,2012,37.9
50,Marital status,"Widowed, divorced, separated",... if she argues with him,2012,42.3
50,Marital status,Married or living together,... if she burns the food,2012,36.0
50,Marital status,Never married,... if she burns the food,2012,23.0
50,Marital status,"Widowed, divorced, separated",... if she burns the food,2012,25.5
50,Marital status,Married or living together,... if she goes out without telling him,2012,44.1
50,Marital status,Never married,... if she goes out without telling him,2012,29.8
50,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2012,37.6
50,Marital status,Married or living together,... if she neglects the children,2012,43.4
50,Marital status,Never married,... if she neglects the children,2012,29.6
50,Marital status,"Widowed, divorced, separated",... if she neglects the children,2012,33.7
50,Marital status,Married or living together,... if she refuses to have sex with him,2012,52.0
50,Marital status,Never married,... if she refuses to have sex with him,2012,31.0
50,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2012,44.1
51,Marital status,Married or living together,... for at least one specific reason,2013,36.8
51,Marital status,Never married,... for at least one specific reason,2013,28.7
51,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2013,34.4
51,Marital status,Married or living together,... if she argues with him,2013,22.8
51,Marital status,Never married,... if she argues with him,2013,16.9
51,Marital status,"Widowed, divorced, separated",... if she argues with him,2013,22.2
51,Marital status,Married or living together,... if she burns the food,2013,15.8
51,Marital status,Never married,... if she burns the food,2013,9.2
51,Marital status,"Widowed, divorced, separated",... if she burns the food,2013,15.0
51,Marital status,Married or living together,... if she goes out without telling him,2013,27.7
51,Marital status,Never married,... if she goes out without telling him,2013,18.3
51,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2013,24.4
51,Marital status,Married or living together,... if she neglects the children,2013,25.7
51,Marital status,Never married,... if she neglects the children,2013,21.0
51,Marital status,"Widowed, divorced, separated",... if she neglects the children,2013,26.0
51,Marital status,Married or living together,... if she refuses to have sex with him,2013,21.5
51,Marital status,Never married,... if she refuses to have sex with him,2013,10.9
51,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2013,17.4
52,Marital status,Married or living together,... for at least one specific reason,2017,41.2
52,Marital status,Never married,... for at least one specific reason,2017,18.45
52,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2017,37.7
52,Marital status,Married or living together,... if she argues with him,2017,31.8
52,Marital status,Never married,... if she argues with him,2017,18.45
52,Marital status,"Widowed, divorced, separated",... if she argues with him,2017,27.6
52,Marital status,Married or living together,... if she burns the food,2017,18.3
52,Marital status,Never married,... if she burns the food,2017,18.45
52,Marital status,"Widowed, divorced, separated",... if she burns the food,2017,19.6
52,Marital status,Married or living together,... if she goes out without telling him,2017,31.6
52,Marital status,Never married,... if she goes out without telling him,2017,18.45
52,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2017,28.4
52,Marital status,Married or living together,... if she neglects the children,2017,27.8
52,Marital status,Never married,... if she neglects the children,2017,18.45
52,Marital status,"Widowed, divorced, separated",... if she neglects the children,2017,27.9
52,Marital status,Married or living together,... if she refuses to have sex with him,2017,27.5
